ANO CENSO,QUANTIDADE,ID CATEGORIA ADMINISTRATIVA,CATEGORIA ADMINISTRATIVA,SUB CATEGORIA ADMINISTRATIVA,REGIÃO,UF,DADO
2017,2541,4,PRIVADA,PRIVADA,NORTE,AMAPÁ,CONCLUINTE
2017,11088,4,PRIVADA,PRIVADA,NORTE,AMAZONAS,CONCLUINTE
2017,11976,4,PRIVADA,PRIVADA,NORTE,PARÁ,CONCLUINTE
2017,6064,4,PRIVADA,PRIVADA,NORTE,RONDÔNIA,CONCLUINTE
2017,1044,4,PRIVADA,PRIVADA,NORTE,RORAIMA,CONCLUINTE
2017,3520,4,PRIVADA,PRIVADA,NORTE,TOCANTINS,CONCLUINTE
2017,2739,4,PRIVADA,PRIVADA,NORTE,ACRE,CONCLUINTE
2017,2541,4,PRIVADA,PRIVADA,NORTE,AMAPÁ,CONCLUINTE
2017,11088,4,PRIVADA,PRIVADA,NORTE,AMAZONAS,CONCLUINTE
2017,11976,4,PRIVADA,PRIVADA,NORTE,PARÁ,CONCLUINTE
2017,6064,4,PRIVADA,PRIVADA,NORTE,RONDÔNIA,CONCLUINTE
2017,1044,4,PRIVADA,PRIVADA,NORTE,RORAIMA,CONCLUINTE
2017,3520,4,PRIVADA,PRIVADA,NORTE,TOCANTINS,CONCLUINTE
2017,15702,4,PRIVADA,PRIVADA,SUDESTE,ESPÍRITO SANTO,CONCLUINTE
2017,73125,4,PRIVADA,PRIVADA,SUDESTE,MINAS GERAIS,CONCLUINTE
2017,56186,4,PRIVADA,PRIVADA,SUDESTE,RIO DE JANEIRO,CONCLUINTE
2017,227572,4,PRIVADA,PRIVADA,SUDESTE,SÃO PAULO,CONCLUINTE
2017,15702,4,PRIVADA,PRIVADA,SUDESTE,ESPÍRITO SANTO,CONCLUINTE
2017,73125,4,PRIVADA,PRIVADA,SUDESTE,MINAS GERAIS,CONCLUINTE
2017,56186,4,PRIVADA,PRIVADA,SUDESTE,RIO DE JANEIRO,CONCLUINTE
2017,227572,4,PRIVADA,PRIVADA,SUDESTE,SÃO PAULO,CONCLUINTE
2017,45110,4,PRIVADA,PRIVADA,SUL,PARANÁ,CONCLUINTE
2017,37331,4,PRIVADA,PRIVADA,SUL,RIO GRANDE DO SUL,CONCLUINTE
2017,25637,4,PRIVADA,PRIVADA,SUL,SANTA CATARINA,CONCLUINTE
2017,45110,4,PRIVADA,PRIVADA,SUL,PARANÁ,CONCLUINTE
2017,37331,4,PRIVADA,PRIVADA,SUL,RIO GRANDE DO SUL,CONCLUINTE
2017,25637,4,PRIVADA,PRIVADA,SUL,SANTA CATARINA,CONCLUINTE
